Date,Open,High,Low,Close,Adj Close,Volume
2023/04/10,"4,085.20","4,109.50","4,072.55","4,109.11","4,109.11","3,423,650,000"
2023/04/11,"4,110.29","4,124.26","4,102.61","4,108.94","4,108.94","3,665,830,000"
2023/04/12,"4,121.72","4,134.37","4,086.94","4,091.95","4,091.95","3,633,120,000"
2023/04/13,"4,100.04","4,150.26","4,099.40","4,146.22","4,146.22","3,596,590,000"
2023/04/14,"4,140.11","4,163.19","4,113.20","4,137.64","4,137.64","3,575,690,000"
2023/04/17,"4,137.17","4,151.72","4,123.18","4,151.32","4,151.32","3,611,180,000"
2023/04/18,"4,164.26","4,169.48","4,140.36","4,154.87","4,154.87","3,536,640,000"
2023/04/19,"4,139.33","4,162.57","4,134.49","4,154.52","4,154.52","3,572,560,000"
2023/04/20,"4,130.48","4,148.57","4,114.57","4,129.79","4,129.79","3,772,080,000"
2023/04/21,"4,132.14","4,138.02","4,113.86","4,133.52","4,133.52","3,611,750,000"
2023/04/24,"4,132.07","4,142.41","4,117.77","4,137.04","4,137.04","3,290,940,000"
